amostra,fator,escore_bruto,percentil,classificacao
Amostra Geral,F1_Desatencao,0,< 1,Inferior
Amostra Geral,F1_Desatencao,1,< 1,Inferior
Amostra Geral,F1_Desatencao,2,< 1,Inferior
Amostra Geral,F1_Desatencao,3,< 1,Inferior
Amostra Geral,F1_Desatencao,4,< 1,Inferior
Amostra Geral,F1_Desatencao,5,< 1,Inferior
Amostra Geral,F1_Desatencao,6,1,Inferior
Amostra Geral,F1_Desatencao,7,> 1 e < 5,Inferior
Amostra Geral,F1_Desatencao,8,> 1 e < 5,Inferior
Amostra Geral,F1_Desatencao,9,> 1 e < 5,Inferior
Amostra Geral,F1_Desatencao,10,> 1 e < 5,Inferior
Amostra Geral,F1_Desatencao,11,> 1 e < 5,Inferior
Amostra Geral,F1_Desatencao,12,5,Inferior
Amostra Geral,F1_Desatencao,13,> 5 e < 10,Inferior
Amostra Geral,F1_Desatencao,14,> 5 e < 10,Inferior
Amostra Geral,F1_Desatencao,15,> 5 e < 10,Inferior
Amostra Geral,F1_Desatencao,16,> 5 e < 10,Inferior
Amostra Geral,F1_Desatencao,17,10,Inferior
Amostra Geral,F1_Desatencao,18,> 10 e < 15,Inferior
Amostra Geral,F1_Desatencao,19,15,Inferior
Amostra Geral,F1_Desatencao,20,> 15 e < 20,Inferior
Amostra Geral,F1_Desatencao,21,> 15 e < 20,Inferior
Amostra Geral,F1_Desatencao,22,20,Inferior
Amostra Geral,F1_Desatencao,23,> 20 < 25,Inferior
Amostra Geral,F1_Desatencao,24,> 20 < 25,Inferior
Amostra Geral,F1_Desatencao,25,25,Média Inferior
Amostra Geral,F1_Desatencao,26,> 25 e < 30,Média Inferior
Amostra Geral,F1_Desatencao,27,30,Média Inferior
Amostra Geral,F1_Desatencao,28,> 30 e < 25,Média Inferior
Amostra Geral,F1_Desatencao,29,35,Média Inferior
Amostra Geral,F1_Desatencao,30,> 35 e < 40,Média Inferior
Amostra Geral,F1_Desatencao,31,40,Média Inferior
Amostra Geral,F1_Desatencao,32,> 40 e < 45,Média Inferior
Amostra Geral,F1_Desatencao,33,45,Média
Amostra Geral,F1_Desatencao,34,> 45 e < 50,Média
Amostra Geral,F1_Desatencao,35,50,Média
Amostra Geral,F1_Desatencao,36,> 50 e < 55,Média
Amostra Geral,F1_Desatencao,37,55,Média
Amostra Geral,F1_Desatencao,38,> 55 e < 60,Média
Amostra Geral,F1_Desatencao,39,> 55 e < 60,Média
Amostra Geral,F1_Desatencao,40,60,Média
Amostra Geral,F1_Desatencao,41,> 60 e < 65,Média
Amostra Geral,F1_Desatencao,42,65,Média Superior
Amostra Geral,F1_Desatencao,43,> 65 e < 70,Média Superior
Amostra Geral,F1_Desatencao,44,70,Média Superior
Amostra Geral,F1_Desatencao,45,> 70 e < 75,Média Superior
Amostra Geral,F1_Desatencao,46,75,Média Superior
Amostra Geral,F1_Desatencao,47,> 75 e <80,Média Superior
Amostra Geral,F1_Desatencao,48,> 75 e <80,Média Superior
Amostra Geral,F1_Desatencao,49,80,Média Superior
Amostra Geral,F1_Desatencao,50,> 80 e < 85,Média Superior
Amostra Geral,F1_Desatencao,51,> 80 e < 85,Média Superior
Amostra Geral,F1_Desatencao,52,> 80 e < 85,Média Superior
Amostra Geral,F1_Desatencao,53,> 80 e < 85,Média Superior
Amostra Geral,F1_Desatencao,54,85,Superior
Amostra Geral,F1_Desatencao,55,> 85 e < 90,Superior
Amostra Geral,F1_Desatencao,56,> 85 e < 90,Superior
Amostra Geral,F1_Desatencao,57,> 85 e < 90,Superior
Amostra Geral,F1_Desatencao,58,90,Superior
Amostra Geral,F1_Desatencao,59,> 90 e < 95,Superior
Amostra Geral,F1_Desatencao,60,> 90 e < 95,Superior
Amostra Geral,F1_Desatencao,61,> 90 e < 95,Superior
Amostra Geral,F1_Desatencao,62,> 90 e < 95,Superior
Amostra Geral,F1_Desatencao,63,> 90 e < 95,Superior
Amostra Geral,F1_Desatencao,64,> 90 e < 95,Superior
Amostra Geral,F1_Desatencao,65,> 90 e < 95,Superior
Amostra Geral,F1_Desatencao,66,> 90 e < 95,Superior
Amostra Geral,F1_Desatencao,67,95,Superior
Amostra Geral,F1_Desatencao,68,> 95 e < 99,Superior
Amostra Geral,F1_Desatencao,69,> 95 e < 99,Superior
Amostra Geral,F1_Desatencao,70,> 95 e < 99,Superior
Amostra Geral,F1_Desatencao,71,> 95 e < 99,Superior
Amostra Geral,F1_Desatencao,72,> 95 e < 99,Superior
Amostra Geral,F1_Desatencao,73,> 95 e < 99,Superior
Amostra Geral,F1_Desatencao,74,> 95 e < 99,Superior
Amostra Geral,F1_Desatencao,75,> 95 e < 99,Superior
Amostra Geral,F1_Desatencao,76,> 95 e < 99,Superior
Amostra Geral,F1_Desatencao,77,99,Superior
Amostra Geral,F1_Desatencao,78,> 99,Superior
Amostra Geral,F1_Desatencao,79,> 99,Superior
Amostra Geral,F1_Desatencao,80,> 99,Superior
Amostra Geral,F1_Desatencao,81,> 99,Superior
Amostra Geral,F1_Desatencao,82,> 99,Superior
Amostra Geral,F1_Desatencao,83,> 99,Superior
Amostra Geral,F1_Desatencao,84,> 99,Superior
Amostra Geral,F1_Desatencao,85,> 99,Superior
Amostra Geral,F1_Desatencao,86,> 99,Superior
Amostra Geral,F1_Desatencao,87,> 99,Superior
Amostra Geral,F1_Desatencao,88,> 99,Superior
Amostra Geral,F1_Desatencao,89,> 99,Superior
Amostra Geral,F1_Desatencao,90,> 99,Superior
Amostra Geral,F1_Desatencao,91,> 99,Superior
Amostra Geral,F1_Desatencao,92,> 99,Superior
Amostra Geral,F1_Desatencao,93,> 99,Superior
Amostra Geral,F1_Desatencao,94,> 99,Superior
Amostra Geral,F1_Desatencao,95,> 99,Superior
Amostra Geral,F1_Desatencao,96,> 99,Superior
Amostra Geral,F1_Desatencao,97,> 99,Superior
Amostra Geral,F1_Desatencao,98,> 99,Superior
Amostra Geral,F1_Desatencao,99,> 99,Superior
Amostra Geral,F1_Desatencao,100,> 99,Superior
Amostra Geral,F1_Desatencao,101,> 99,Superior
Amostra Geral,F1_Desatencao,102,> 99,Superior
Amostra Geral,F1_Desatencao,103,> 99,Superior
Amostra Geral,F1_Desatencao,104,> 99,Superior
Amostra Geral,F1_Desatencao,105,> 99,Superior
Amostra Geral,F1_Desatencao,106,> 99,Superior
Amostra Geral,F1_Desatencao,107,> 99,Superior
Amostra Geral,F1_Desatencao,108,> 99,Superior
Amostra Geral,F1_Desatencao,109,> 99,Superior
Amostra Geral,F1_Desatencao,110,> 99,Superior
Amostra Geral,F1_Desatencao,111,> 99,Superior
Amostra Geral,F1_Desatencao,112,> 99,Superior
Amostra Geral,F1_Desatencao,113,> 99,Superior
Amostra Geral,F1_Desatencao,114,> 99,Superior
Amostra Geral,F1_Desatencao,115,> 99,Superior
Amostra Geral,F2_Impulsividade,0,< 1,Inferior
Amostra Geral,F2_Impulsividade,1,< 1,Inferior
Amostra Geral,F2_Impulsividade,2,< 1,Inferior
Amostra Geral,F2_Impulsividade,3,< 1,Inferior
Amostra Geral,F2_Impulsividade,4,< 1,Inferior
Amostra Geral,F2_Impulsividade,5,< 1,Inferior
Amostra Geral,F2_Impulsividade,6,< 1,Inferior
Amostra Geral,F2_Impulsividade,7,< 1,Inferior
Amostra Geral,F2_Impulsividade,8,< 1,Inferior
Amostra Geral,F2_Impulsividade,9,1,Inferior
Amostra Geral,F2_Impulsividade,10,> 1 e < 5,Inferior
Amostra Geral,F2_Impulsividade,11,> 1 e < 5,Inferior
Amostra Geral,F2_Impulsividade,12,> 1 e < 5,Inferior
Amostra Geral,F2_Impulsividade,13,> 1 e < 5,Inferior
Amostra Geral,F2_Impulsividade,14,> 1 e < 5,Inferior
Amostra Geral,F2_Impulsividade,15,> 1 e < 5,Inferior
Amostra Geral,F2_Impulsividade,16,5,Inferior
Amostra Geral,F2_Impulsividade,17,> 5 e < 10,Inferior
Amostra Geral,F2_Impulsividade,18,> 5 e < 10,Inferior
Amostra Geral,F2_Impulsividade,19,10,Inferior
Amostra Geral,F2_Impulsividade,20,> 10 e < 15,Inferior
Amostra Geral,F2_Impulsividade,21,> 10 e < 15,Inferior
Amostra Geral,F2_Impulsividade,22,> 10 e < 15,Inferior
Amostra Geral,F2_Impulsividade,23,15,Inferior
Amostra Geral,F2_Impulsividade,24,> 15 e < 20,Inferior
Amostra Geral,F2_Impulsividade,25,20,Inferior
Amostra Geral,F2_Impulsividade,26,> 20 < 25,Inferior
Amostra Geral,F2_Impulsividade,27,> 20 < 25,Inferior
Amostra Geral,F2_Impulsividade,28,25,Média Inferior
Amostra Geral,F2_Impulsividade,29,30,Média Inferior
Amostra Geral,F2_Impulsividade,30,> 30 e < 25,Média Inferior
Amostra Geral,F2_Impulsividade,31,> 30 e < 25,Média Inferior
Amostra Geral,F2_Impulsividade,32,35,Média Inferior
Amostra Geral,F2_Impulsividade,33,> 35 e < 40,Média Inferior
Amostra Geral,F2_Impulsividade,34,40,Média Inferior
Amostra Geral,F2_Impulsividade,35,> 40 e < 45,Média Inferior
Amostra Geral,F2_Impulsividade,36,45,Média
Amostra Geral,F2_Impulsividade,37,> 45 e < 50,Média
Amostra Geral,F2_Impulsividade,38,50,Média
Amostra Geral,F2_Impulsividade,39,> 50 e < 55,Média
Amostra Geral,F2_Impulsividade,40,55,Média
Amostra Geral,F2_Impulsividade,41,> 55 e < 60,Média
Amostra Geral,F2_Impulsividade,42,60,Média
Amostra Geral,F2_Impulsividade,43,> 60 e < 65,Média
Amostra Geral,F2_Impulsividade,44,65,Média Superior
Amostra Geral,F2_Impulsividade,45,> 65 e < 70,Média Superior
Amostra Geral,F2_Impulsividade,46,> 65 e < 70,Média Superior
Amostra Geral,F2_Impulsividade,47,70,Média Superior
Amostra Geral,F2_Impulsividade,48,> 70 e < 75,Média Superior
Amostra Geral,F2_Impulsividade,49,75,Média Superior
Amostra Geral,F2_Impulsividade,50,> 75 e <80,Média Superior
Amostra Geral,F2_Impulsividade,51,> 75 e <80,Média Superior
Amostra Geral,F2_Impulsividade,52,80,Média Superior
Amostra Geral,F2_Impulsividade,53,> 80 e < 85,Média Superior
Amostra Geral,F2_Impulsividade,54,> 80 e < 85,Média Superior
Amostra Geral,F2_Impulsividade,55,> 80 e < 85,Média Superior
Amostra Geral,F2_Impulsividade,56,85,Superior
Amostra Geral,F2_Impulsividade,57,> 85 e < 90,Superior
Amostra Geral,F2_Impulsividade,58,> 85 e < 90,Superior
Amostra Geral,F2_Impulsividade,59,> 85 e < 90,Superior
Amostra Geral,F2_Impulsividade,60,90,Superior
Amostra Geral,F2_Impulsividade,61,> 90 e < 95,Superior
Amostra Geral,F2_Impulsividade,62,> 90 e < 95,Superior
Amostra Geral,F2_Impulsividade,63,> 90 e < 95,Superior
Amostra Geral,F2_Impulsividade,64,> 90 e < 95,Superior
Amostra Geral,F2_Impulsividade,65,> 90 e < 95,Superior
Amostra Geral,F2_Impulsividade,66,> 90 e < 95,Superior
Amostra Geral,F2_Impulsividade,67,> 90 e < 95,Superior
Amostra Geral,F2_Impulsividade,68,> 90 e < 95,Superior
Amostra Geral,F2_Impulsividade,69,95,Superior
Amostra Geral,F2_Impulsividade,70,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,71,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,72,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,73,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,74,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,75,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,76,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,77,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,78,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,79,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,80,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,81,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,82,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,83,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,84,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,85,> 95 e < 99,Superior
Amostra Geral,F2_Impulsividade,86,99,Superior
Amostra Geral,F2_Impulsividade,87,> 99,Superior
Amostra Geral,F2_Impulsividade,88,> 99,Superior
Amostra Geral,F2_Impulsividade,89,> 99,Superior
Amostra Geral,F2_Impulsividade,90,> 99,Superior
Amostra Geral,F2_Impulsividade,91,> 99,Superior
Amostra Geral,F2_Impulsividade,92,> 99,Superior
Amostra Geral,F2_Impulsividade,93,> 99,Superior
Amostra Geral,F2_Impulsividade,94,> 99,Superior
Amostra Geral,F2_Impulsividade,95,> 99,Superior
Amostra Geral,F2_Impulsividade,96,> 99,Superior
Amostra Geral,F2_Impulsividade,97,> 99,Superior
Amostra Geral,F2_Impulsividade,98,> 99,Superior
Amostra Geral,F2_Impulsividade,99,> 99,Superior
Amostra Geral,F2_Impulsividade,100,> 99,Superior
Amostra Geral,F2_Impulsividade,101,> 99,Superior
Amostra Geral,F2_Impulsividade,102,> 99,Superior
Amostra Geral,F2_Impulsividade,103,> 99,Superior
Amostra Geral,F2_Impulsividade,104,> 99,Superior
Amostra Geral,F2_Impulsividade,105,> 99,Superior
Amostra Geral,F2_Impulsividade,106,> 99,Superior
Amostra Geral,F2_Impulsividade,107,> 99,Superior
Amostra Geral,F2_Impulsividade,108,> 99,Superior
Amostra Geral,F2_Impulsividade,109,> 99,Superior
Amostra Geral,F2_Impulsividade,110,> 99,Superior
Amostra Geral,F2_Impulsividade,111,> 99,Superior
Amostra Geral,F2_Impulsividade,112,> 99,Superior
Amostra Geral,F2_Impulsividade,113,> 99,Superior
Amostra Geral,F2_Impulsividade,114,> 99,Superior
Amostra Geral,F2_Impulsividade,115,> 99,Superior
Amostra Geral,F3_AspectosEmocionais,0,< 1,Inferior
Amostra Geral,F3_AspectosEmocionais,1,5,Inferior
Amostra Geral,F3_AspectosEmocionais,2,10,Inferior
Amostra Geral,F3_AspectosEmocionais,3,25,Média Inferior
Amostra Geral,F3_AspectosEmocionais,4,35,Média Inferior
Amostra Geral,F3_AspectosEmocionais,5,45,Média
Amostra Geral,F3_AspectosEmocionais,6,55,Média
Amostra Geral,F3_AspectosEmocionais,7,70,Média Superior
Amostra Geral,F3_AspectosEmocionais,8,75,Média Superior
Amostra Geral,F3_AspectosEmocionais,9,80,Média Superior
Amostra Geral,F3_AspectosEmocionais,10,85,Superior
Amostra Geral,F3_AspectosEmocionais,11,90,Superior
Amostra Geral,F3_AspectosEmocionais,12,> 90 e < 95,Superior
Amostra Geral,F3_AspectosEmocionais,13,95,Superior
Amostra Geral,F3_AspectosEmocionais,14,> 95 e < 99,Superior
Amostra Geral,F3_AspectosEmocionais,15,> 95 e < 99,Superior
Amostra Geral,F3_AspectosEmocionais,16,> 95 e < 99,Superior
Amostra Geral,F3_AspectosEmocionais,17,99,Superior
Amostra Geral,F3_AspectosEmocionais,18,> 99,Superior
Amostra Geral,F3_AspectosEmocionais,19,> 99,Superior
Amostra Geral,F3_AspectosEmocionais,20,> 99,Superior
Amostra Geral,F4_AAMA,0,< 1,Inferior
Amostra Geral,F4_AAMA,1,< 1,Inferior
Amostra Geral,F4_AAMA,2,< 1,Inferior
Amostra Geral,F4_AAMA,3,< 1,Inferior
Amostra Geral,F4_AAMA,4,1,Inferior
Amostra Geral,F4_AAMA,5,> 1 e < 5,Inferior
Amostra Geral,F4_AAMA,6,> 1 e < 5,Inferior
Amostra Geral,F4_AAMA,7,5,Inferior
Amostra Geral,F4_AAMA,8,> 5 e < 10,Inferior
Amostra Geral,F4_AAMA,9,> 5 e < 10,Inferior
Amostra Geral,F4_AAMA,10,10,Inferior
Amostra Geral,F4_AAMA,11,> 10 e < 15,Inferior
Amostra Geral,F4_AAMA,12,15,Inferior
Amostra Geral,F4_AAMA,13,20,Inferior
Amostra Geral,F4_AAMA,14,25,Média Inferior
Amostra Geral,F4_AAMA,15,30,Média Inferior
Amostra Geral,F4_AAMA,16,35,Média Inferior
Amostra Geral,F4_AAMA,17,40,Média Inferior
Amostra Geral,F4_AAMA,18,45,Média
Amostra Geral,F4_AAMA,19,50,Média
Amostra Geral,F4_AAMA,20,60,Média
Amostra Geral,F4_AAMA,21,65,Média Superior
Amostra Geral,F4_AAMA,22,70,Média Superior
Amostra Geral,F4_AAMA,23,75,Média Superior
Amostra Geral,F4_AAMA,24,> 75 e <80,Média Superior
Amostra Geral,F4_AAMA,25,80,Média Superior
Amostra Geral,F4_AAMA,26,> 80 e < 85,Média Superior
Amostra Geral,F4_AAMA,27,85,Superior
Amostra Geral,F4_AAMA,28,90,Superior
Amostra Geral,F4_AAMA,29,> 90 e < 95,Superior
Amostra Geral,F4_AAMA,30,> 90 e < 95,Superior
Amostra Geral,F4_AAMA,31,> 90 e < 95,Superior
Amostra Geral,F4_AAMA,32,95,Superior
Amostra Geral,F4_AAMA,33,> 95 e < 99,Superior
Amostra Geral,F4_AAMA,34,> 95 e < 99,Superior
Amostra Geral,F4_AAMA,35,> 95 e < 99,Superior
Amostra Geral,F4_AAMA,36,> 95 e < 99,Superior
Amostra Geral,F4_AAMA,37,> 95 e < 99,Superior
Amostra Geral,F4_AAMA,38,> 95 e < 99,Superior
Amostra Geral,F4_AAMA,39,> 95 e < 99,Superior
Amostra Geral,F4_AAMA,40,> 95 e < 99,Superior
Amostra Geral,F4_AAMA,41,99,Superior
Amostra Geral,F4_AAMA,42,> 99,Superior
Amostra Geral,F4_AAMA,43,> 99,Superior
Amostra Geral,F4_AAMA,44,> 99,Superior
Amostra Geral,F4_AAMA,45,> 99,Superior
Amostra Geral,F4_AAMA,46,> 99,Superior
Amostra Geral,F4_AAMA,47,> 99,Superior
Amostra Geral,F4_AAMA,48,> 99,Superior
Amostra Geral,F4_AAMA,49,> 99,Superior
Amostra Geral,F4_AAMA,50,> 99,Superior
Amostra Geral,F4_AAMA,51,> 99,Superior
Amostra Geral,F4_AAMA,52,> 99,Superior
Amostra Geral,F4_AAMA,53,> 99,Superior
Amostra Geral,F4_AAMA,54,> 99,Superior
Amostra Geral,F4_AAMA,55,> 99,Superior
Amostra Geral,F4_AAMA,56,> 99,Superior
Amostra Geral,F4_AAMA,57,> 99,Superior
Amostra Geral,F4_AAMA,58,> 99,Superior
Amostra Geral,F4_AAMA,59,> 99,Superior
Amostra Geral,F4_AAMA,60,> 99,Superior
Amostra Geral,F5_Hiperatividade,0,< 1,Inferior
Amostra Geral,F5_Hiperatividade,1,< 1,Inferior
Amostra Geral,F5_Hiperatividade,2,< 1,Inferior
Amostra Geral,F5_Hiperatividade,3,1,Inferior
Amostra Geral,F5_Hiperatividade,4,> 1 e < 5,Inferior
Amostra Geral,F5_Hiperatividade,5,> 1 e < 5,Inferior
Amostra Geral,F5_Hiperatividade,6,5,Inferior
Amostra Geral,F5_Hiperatividade,7,> 5 e < 10,Inferior
Amostra Geral,F5_Hiperatividade,8,10,Inferior
Amostra Geral,F5_Hiperatividade,9,15,Inferior
Amostra Geral,F5_Hiperatividade,10,25,Média Inferior
Amostra Geral,F5_Hiperatividade,11,30,Média Inferior
Amostra Geral,F5_Hiperatividade,12,40,Média Inferior
Amostra Geral,F5_Hiperatividade,13,45,Média
Amostra Geral,F5_Hiperatividade,14,55,Média
Amostra Geral,F5_Hiperatividade,15,60,Média
Amostra Geral,F5_Hiperatividade,16,65,Média Superior
Amostra Geral,F5_Hiperatividade,17,75,Média Superior
Amostra Geral,F5_Hiperatividade,18,80,Média Superior
Amostra Geral,F5_Hiperatividade,19,85,Superior
Amostra Geral,F5_Hiperatividade,20,> 85 e < 90,Superior
Amostra Geral,F5_Hiperatividade,21,90,Superior
Amostra Geral,F5_Hiperatividade,22,> 90 e < 95,Superior
Amostra Geral,F5_Hiperatividade,23,95,Superior
Amostra Geral,F5_Hiperatividade,24,> 95 e < 99,Superior
Amostra Geral,F5_Hiperatividade,25,> 95 e < 99,Superior
Amostra Geral,F5_Hiperatividade,26,> 95 e < 99,Superior
Amostra Geral,F5_Hiperatividade,27,> 95 e < 99,Superior
Amostra Geral,F5_Hiperatividade,28,> 95 e < 99,Superior
Amostra Geral,F5_Hiperatividade,29,99,Superior
Amostra Geral,F5_Hiperatividade,30,> 99,Superior
Amostra Geral,F5_Hiperatividade,31,> 99,Superior
Amostra Geral,F5_Hiperatividade,32,> 99,Superior
Amostra Geral,F5_Hiperatividade,33,> 99,Superior
Amostra Geral,F5_Hiperatividade,34,> 99,Superior
Amostra Geral,F5_Hiperatividade,35,> 99,Superior
Ensino Fundamental,F1_Desatencao,0,< 1,Inferior
Ensino Fundamental,F1_Desatencao,1,< 1,Inferior
Ensino Fundamental,F1_Desatencao,2,< 1,Inferior
Ensino Fundamental,F1_Desatencao,3,< 1,Inferior
Ensino Fundamental,F1_Desatencao,4,< 1,Inferior
Ensino Fundamental,F1_Desatencao,5,< 1,Inferior
Ensino Fundamental,F1_Desatencao,6,1,Inferior
Ensino Fundamental,F1_Desatencao,7,> 1 e < 5,Inferior
Ensino Fundamental,F1_Desatencao,8,> 1 e < 5,Inferior
Ensino Fundamental,F1_Desatencao,9,> 1 e < 5,Inferior
Ensino Fundamental,F1_Desatencao,10,> 1 e < 5,Inferior
Ensino Fundamental,F1_Desatencao,11,> 1 e < 5,Inferior
Ensino Fundamental,F1_Desatencao,12,> 1 e < 5,Inferior
Ensino Fundamental,F1_Desatencao,13,> 1 e < 5,Inferior
Ensino Fundamental,F1_Desatencao,14,> 1 e < 5,Inferior
Ensino Fundamental,F1_Desatencao,15,> 1 e < 5,Inferior
Ensino Fundamental,F1_Desatencao,16,5,Inferior
Ensino Fundamental,F1_Desatencao,17,> 5 e < 10,Inferior
Ensino Fundamental,F1_Desatencao,18,> 5 e < 10,Inferior
Ensino Fundamental,F1_Desatencao,19,> 5 e < 10,Inferior
Ensino Fundamental,F1_Desatencao,20,> 5 e < 10,Inferior
Ensino Fundamental,F1_Desatencao,21,10,Inferior
Ensino Fundamental,F1_Desatencao,22,> 10 e < 15,Inferior
Ensino Fundamental,F1_Desatencao,23,15,Inferior
Ensino Fundamental,F1_Desatencao,24,> 15 e < 20,Inferior
Ensino Fundamental,F1_Desatencao,25,> 15 e < 20,Inferior
Ensino Fundamental,F1_Desatencao,26,20,Inferior
Ensino Fundamental,F1_Desatencao,27,> 20 < 25,Inferior
Ensino Fundamental,F1_Desatencao,28,> 20 < 25,Inferior
Ensino Fundamental,F1_Desatencao,29,> 20 < 25,Inferior
Ensino Fundamental,F1_Desatencao,30,25,Média Inferior
Ensino Fundamental,F1_Desatencao,31,> 25 e < 30,Média Inferior
Ensino Fundamental,F1_Desatencao,32,30,Média Inferior
Ensino Fundamental,F1_Desatencao,33,> 30 e < 25,Média Inferior
Ensino Fundamental,F1_Desatencao,34,35,Média Inferior
Ensino Fundamental,F1_Desatencao,35,> 35 e < 40,Média Inferior
Ensino Fundamental,F1_Desatencao,36,> 35 e < 40,Média Inferior
Ensino Fundamental,F1_Desatencao,37,40,Média Inferior
